trial,z_bin,z_left,z_right,z_center,n_des_train,n_union_ref,des_mu_median,union_mu_median,delta_mu_des_minus_union,valid_bin
244,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36253,37.1925,0.17002999999999702,True
244,0.10-0.15,0.1,0.15,0.125,13,86,38.54264,38.802,-0.2593600000000009,True
244,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
244,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
244,0.25-0.28,0.25,0.28,0.265,38,72,40.59566,40.5139,0.08176000000000272,True
244,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
244,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22274,41.1012,0.12154000000000309,True
244,0.35-0.40,0.35,0.4,0.375,98,66,41.43197,41.3794,0.05257000000000289,True
244,0.40-0.50,0.4,0.5,0.45,205,100,41.94989,41.8131,0.13679000000000485,True
244,0.50-0.60,0.5,0.6,0.55,232,83,42.4688,42.3205,0.148299999999999,True
244,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
244,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
244,0.80-1.00,0.8,1.0,0.9,85,7,43.66049,43.5331,0.12739000000000544,True
245,0.00-0.05,0.0,0.05,0.025,106,646,36.01126,35.2665,0.7447599999999994,True
245,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
245,0.10-0.15,0.1,0.15,0.125,13,86,38.54264,38.802,-0.2593600000000009,True
245,0.15-0.20,0.15,0.2,0.175,20,123,39.59667,39.5427,0.05396999999999963,True
245,0.20-0.25,0.2,0.25,0.225,52,140,40.26777,40.1351,0.1326699999999974,True
245,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
245,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
245,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
245,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
245,0.40-0.50,0.4,0.5,0.45,205,100,41.99253,41.8131,0.17943000000000353,True
245,0.50-0.60,0.5,0.6,0.55,232,83,42.4688,42.3205,0.148299999999999,True
245,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
245,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
245,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
246,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
246,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
246,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
246,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
246,0.20-0.25,0.2,0.25,0.225,52,140,40.25625,40.1351,0.12115000000000009,True
246,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
246,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
246,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
246,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
246,0.40-0.50,0.4,0.5,0.45,205,100,41.99425,41.8131,0.18115000000000236,True
246,0.50-0.60,0.5,0.6,0.55,232,83,42.48339,42.3205,0.16288999999999731,True
246,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
246,0.70-0.80,0.7,0.8,0.75,95,47,43.30631,43.1675,0.13881000000000654,True
246,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
247,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
247,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
247,0.10-0.15,0.1,0.15,0.125,13,86,38.54264,38.802,-0.2593600000000009,True
247,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
247,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
247,0.25-0.28,0.25,0.28,0.265,38,72,40.65338,40.5139,0.13947999999999894,True
247,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.89113,40.9018,-0.01067000000000462,True
247,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22336,41.1012,0.12216000000000093,True
247,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
247,0.40-0.50,0.4,0.5,0.45,205,100,41.97567,41.8131,0.16257000000000232,True
247,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
247,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92854,42.7805,0.14803999999999462,True
247,0.70-0.80,0.7,0.8,0.75,95,47,43.34886,43.1675,0.18136000000000507,True
247,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
248,0.00-0.05,0.0,0.05,0.025,106,646,35.9573,35.2665,0.6907999999999959,True
248,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
248,0.10-0.15,0.1,0.15,0.125,13,86,39.16841,38.802,0.3664100000000019,True
248,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
248,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
248,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
248,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
248,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
248,0.35-0.40,0.35,0.4,0.375,98,66,41.42685,41.3794,0.04745000000000488,True
248,0.40-0.50,0.4,0.5,0.45,205,100,41.99253,41.8131,0.17943000000000353,True
248,0.50-0.60,0.5,0.6,0.55,232,83,42.47441,42.3205,0.15390999999999622,True
248,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.93368,42.7805,0.15317999999999898,True
248,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
248,0.80-1.00,0.8,1.0,0.9,85,7,43.64144,43.5331,0.10834000000000543,True
249,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
249,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.1975,37.1925,0.0049999999999954525,True
249,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
249,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
249,0.20-0.25,0.2,0.25,0.225,52,140,40.24418,40.1351,0.10907999999999873,True
249,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
249,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
249,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
249,0.35-0.40,0.35,0.4,0.375,98,66,41.46099,41.3794,0.0815900000000056,True
249,0.40-0.50,0.4,0.5,0.45,205,100,41.99425,41.8131,0.18115000000000236,True
249,0.50-0.60,0.5,0.6,0.55,232,83,42.47071,42.3205,0.15020999999999418,True
249,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.93252,42.7805,0.15201999999999316,True
249,0.70-0.80,0.7,0.8,0.75,95,47,43.33248,43.1675,0.1649799999999999,True
249,0.80-1.00,0.8,1.0,0.9,85,7,43.72233,43.5331,0.189230000000002,True
250,0.00-0.05,0.0,0.05,0.025,106,646,36.04919,35.2665,0.7826900000000023,True
250,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
250,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
250,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
250,0.20-0.25,0.2,0.25,0.225,52,140,40.25625,40.1351,0.12115000000000009,True
250,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
250,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93935,40.9018,0.037549999999995975,True
250,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22336,41.1012,0.12216000000000093,True
250,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
250,0.40-0.50,0.4,0.5,0.45,205,100,41.98525,41.8131,0.17215000000000202,True
250,0.50-0.60,0.5,0.6,0.55,232,83,42.45177,42.3205,0.13127000000000066,True
250,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
250,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
250,0.80-1.00,0.8,1.0,0.9,85,7,43.68398,43.5331,0.1508800000000008,True
251,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
251,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
251,0.10-0.15,0.1,0.15,0.125,13,86,38.89598,38.802,0.09398000000000195,True
251,0.15-0.20,0.15,0.2,0.175,20,123,39.40043,39.5427,-0.14227000000000345,True
251,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
251,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
251,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93181,40.9018,0.030009999999997206,True
251,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
251,0.35-0.40,0.35,0.4,0.375,98,66,41.46099,41.3794,0.0815900000000056,True
251,0.40-0.50,0.4,0.5,0.45,205,100,41.96821,41.8131,0.15511000000000053,True
251,0.50-0.60,0.5,0.6,0.55,232,83,42.47441,42.3205,0.15390999999999622,True
251,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
251,0.70-0.80,0.7,0.8,0.75,95,47,43.33284,43.1675,0.1653400000000005,True
251,0.80-1.00,0.8,1.0,0.9,85,7,43.66835,43.5331,0.1352499999999992,True
252,0.00-0.05,0.0,0.05,0.025,106,646,36.00315,35.2665,0.7366499999999974,True
252,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.15499,37.1925,-0.037510000000004595,True
252,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
252,0.15-0.20,0.15,0.2,0.175,20,123,39.59667,39.5427,0.05396999999999963,True
252,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
252,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
252,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
252,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22336,41.1012,0.12216000000000093,True
252,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
252,0.40-0.50,0.4,0.5,0.45,205,100,41.98288,41.8131,0.16978000000000293,True
252,0.50-0.60,0.5,0.6,0.55,232,83,42.48074,42.3205,0.1602399999999946,True
252,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
252,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
252,0.80-1.00,0.8,1.0,0.9,85,7,43.66049,43.5331,0.12739000000000544,True
253,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
253,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.15499,37.1925,-0.037510000000004595,True
253,0.10-0.15,0.1,0.15,0.125,13,86,39.29023,38.802,0.4882300000000015,True
253,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
253,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
253,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
253,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
253,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22274,41.1012,0.12154000000000309,True
253,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
253,0.40-0.50,0.4,0.5,0.45,205,100,41.98288,41.8131,0.16978000000000293,True
253,0.50-0.60,0.5,0.6,0.55,232,83,42.48074,42.3205,0.1602399999999946,True
253,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
253,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
253,0.80-1.00,0.8,1.0,0.9,85,7,43.63286,43.5331,0.0997600000000034,True
254,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
254,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
254,0.10-0.15,0.1,0.15,0.125,13,86,39.16841,38.802,0.3664100000000019,True
254,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
254,0.20-0.25,0.2,0.25,0.225,52,140,40.25625,40.1351,0.12115000000000009,True
254,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
254,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
254,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
254,0.35-0.40,0.35,0.4,0.375,98,66,41.42987,41.3794,0.050470000000004234,True
254,0.40-0.50,0.4,0.5,0.45,205,100,41.94989,41.8131,0.13679000000000485,True
254,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
254,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
254,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
254,0.80-1.00,0.8,1.0,0.9,85,7,43.72233,43.5331,0.189230000000002,True
255,0.00-0.05,0.0,0.05,0.025,106,646,36.02516,35.2665,0.758659999999999,True
255,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36659,37.1925,0.17408999999999963,True
255,0.10-0.15,0.1,0.15,0.125,13,86,39.29023,38.802,0.4882300000000015,True
255,0.15-0.20,0.15,0.2,0.175,20,123,39.59667,39.5427,0.05396999999999963,True
255,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
255,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
255,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
255,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22274,41.1012,0.12154000000000309,True
255,0.35-0.40,0.35,0.4,0.375,98,66,41.46815,41.3794,0.08875000000000455,True
255,0.40-0.50,0.4,0.5,0.45,205,100,41.96627,41.8131,0.15317000000000291,True
255,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
255,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92828,42.7805,0.14777999999999736,True
255,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
255,0.80-1.00,0.8,1.0,0.9,85,7,43.68398,43.5331,0.1508800000000008,True
256,0.00-0.05,0.0,0.05,0.025,106,646,36.02516,35.2665,0.758659999999999,True
256,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
256,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
256,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
256,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
256,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
256,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93181,40.9018,0.030009999999997206,True
256,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.23238,41.1012,0.13118000000000052,True
256,0.35-0.40,0.35,0.4,0.375,98,66,41.43197,41.3794,0.05257000000000289,True
256,0.40-0.50,0.4,0.5,0.45,205,100,41.96627,41.8131,0.15317000000000291,True
256,0.50-0.60,0.5,0.6,0.55,232,83,42.47574,42.3205,0.15523999999999916,True
256,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
256,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
256,0.80-1.00,0.8,1.0,0.9,85,7,43.64768,43.5331,0.11458000000000368,True
257,0.00-0.05,0.0,0.05,0.025,106,646,35.99892,35.2665,0.7324199999999976,True
257,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
257,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
257,0.15-0.20,0.15,0.2,0.175,20,123,39.82392,39.5427,0.2812199999999976,True
257,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
257,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
257,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93935,40.9018,0.037549999999995975,True
257,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22103,41.1012,0.11983000000000033,True
257,0.35-0.40,0.35,0.4,0.375,98,66,41.47435,41.3794,0.09495000000000431,True
257,0.40-0.50,0.4,0.5,0.45,205,100,41.94286,41.8131,0.12976000000000454,True
257,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
257,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92828,42.7805,0.14777999999999736,True
257,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
257,0.80-1.00,0.8,1.0,0.9,85,7,43.68131,43.5331,0.14821000000000595,True
258,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
258,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.37352,37.1925,0.18101999999999663,True
258,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
258,0.15-0.20,0.15,0.2,0.175,20,123,39.59667,39.5427,0.05396999999999963,True
258,0.20-0.25,0.2,0.25,0.225,52,140,40.27718,40.1351,0.14207999999999998,True
258,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
258,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
258,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
258,0.35-0.40,0.35,0.4,0.375,98,66,41.44377,41.3794,0.06437000000000381,True
258,0.40-0.50,0.4,0.5,0.45,205,100,41.99253,41.8131,0.17943000000000353,True
258,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
258,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
258,0.70-0.80,0.7,0.8,0.75,95,47,43.30862,43.1675,0.1411200000000008,True
258,0.80-1.00,0.8,1.0,0.9,85,7,43.64768,43.5331,0.11458000000000368,True
259,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
259,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20911,37.1925,0.016610000000000014,True
259,0.10-0.15,0.1,0.15,0.125,13,86,39.29882,38.802,0.4968199999999996,True
259,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
259,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
259,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
259,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.91041,40.9018,0.008609999999997342,True
259,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
259,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
259,0.40-0.50,0.4,0.5,0.45,205,100,41.99291,41.8131,0.17981000000000336,True
259,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
259,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92479,42.7805,0.14428999999999803,True
259,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
259,0.80-1.00,0.8,1.0,0.9,85,7,43.66835,43.5331,0.1352499999999992,True
260,0.00-0.05,0.0,0.05,0.025,106,646,36.01126,35.2665,0.7447599999999994,True
260,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
260,0.10-0.15,0.1,0.15,0.125,13,86,39.29023,38.802,0.4882300000000015,True
260,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
260,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
260,0.25-0.28,0.25,0.28,0.265,38,72,40.69751,40.5139,0.1836100000000016,True
260,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,41.00668,40.9018,0.10488000000000142,True
260,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
260,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
260,0.40-0.50,0.4,0.5,0.45,205,100,41.96821,41.8131,0.15511000000000053,True
260,0.50-0.60,0.5,0.6,0.55,232,83,42.46907,42.3205,0.14856999999999942,True
260,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
260,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
260,0.80-1.00,0.8,1.0,0.9,85,7,43.63286,43.5331,0.0997600000000034,True
261,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
261,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
261,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
261,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
261,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
261,0.25-0.28,0.25,0.28,0.265,38,72,40.66634,40.5139,0.15243999999999858,True
261,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
261,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
261,0.35-0.40,0.35,0.4,0.375,98,66,41.46099,41.3794,0.0815900000000056,True
261,0.40-0.50,0.4,0.5,0.45,205,100,41.96742,41.8131,0.15431999999999846,True
261,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
261,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92854,42.7805,0.14803999999999462,True
261,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
261,0.80-1.00,0.8,1.0,0.9,85,7,43.64144,43.5331,0.10834000000000543,True
262,0.00-0.05,0.0,0.05,0.025,106,646,36.04919,35.2665,0.7826900000000023,True
262,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20911,37.1925,0.016610000000000014,True
262,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
262,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
262,0.20-0.25,0.2,0.25,0.225,52,140,40.26777,40.1351,0.1326699999999974,True
262,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
262,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
262,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
262,0.35-0.40,0.35,0.4,0.375,98,66,41.45703,41.3794,0.0776300000000063,True
262,0.40-0.50,0.4,0.5,0.45,205,100,41.96742,41.8131,0.15431999999999846,True
262,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
262,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
262,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
262,0.80-1.00,0.8,1.0,0.9,85,7,43.66835,43.5331,0.1352499999999992,True
263,0.00-0.05,0.0,0.05,0.025,106,646,36.04309,35.2665,0.7765899999999988,True
263,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
263,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
263,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
263,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
263,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
263,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
263,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22103,41.1012,0.11983000000000033,True
263,0.35-0.40,0.35,0.4,0.375,98,66,41.44162,41.3794,0.062220000000003495,True
263,0.40-0.50,0.4,0.5,0.45,205,100,41.99291,41.8131,0.17981000000000336,True
263,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
263,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
263,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
263,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
264,0.00-0.05,0.0,0.05,0.025,106,646,36.06484,35.2665,0.798339999999996,True
264,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36177,37.1925,0.16926999999999737,True
264,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
264,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
264,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
264,0.25-0.28,0.25,0.28,0.265,38,72,40.66634,40.5139,0.15243999999999858,True
264,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93935,40.9018,0.037549999999995975,True
264,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
264,0.35-0.40,0.35,0.4,0.375,98,66,41.46815,41.3794,0.08875000000000455,True
